artist,name
the brains,undead nation
the brains,the brains
the brains,no brain no pain
the creepshow,life after death
the creepshow,they all fall down
the creepshow,run for your life
the creepshow,sell your soul
kitty in a casket,kiss hell
kitty in a casket,bittersweet
kitty in a casket,back to thrill
kitty in a casket,horror express
mad sin,25 years still mad
mad sin,burn and rise
mad sin,20 years in sin sin
mad sin,dead moon`s calling
mad sin,young dumb snotty
mad sin,teachin the goodiesand more
mad sin,survival of the sickest
mad sin,sweet innocent loud dirty
mad sin,god save the sin
mad sin,amphigory
calabrese,lust for sacrilege
calabrese,born with a scorpions touch
calabrese,dayglo necros
calabrese,iii they call us death
calabrese,the traveling vampire show
calabrese,13 halloweens
calabrese,midnight spookshow
blitzkid,let flowers die
blitzkid,rarities
blitzkid,revisited
blitzkid,terrifying tales
blitzkid,trace of a stranger
blitzkid,lost lives collection 1
blitzkid,lost lives collection 2
blitzkid,songs for the aesthetically challenged
blitzkid,anatomy of reanimation volume 1
blitzkid,studio dead
blitzkid,apparitional
blitzkid,five cellars below
nim vind,phantasm drivein
nim vind,the stillness illness
mad marge and the stonecutters,mad marge and the stonecutters
mad marge and the stonecutters,liberated
the hellfreaks,circus of shame
the hellfreaks,hell sweet hell
gutter demons,unfinished business
gutter demons,enter the demonz
gutter demons,misery madness and murder lullabies
gutter demons,room 209
nekromantix,what happens in hell stays in hell
nekromantix,life is a grave and i dig it
nekromantix,brought back to life
nekromantix,dead girls dont cry
nekromantix,return of the loving dead
nekromantix,curse of the coffin
mister monster,monument
mister monster,over your dead body
the spookshow,psychosexual chapter 2
demented are go,original albums boxset
demented are go,the most demented of demented are go
demented are go,welcome back to insanity hall
demented are go,the best of
demented are go,hellbilly storm ultimate edition
demented are go,hellbilly storm
demented are go,call of the wired
demented are go,stomping at the klub foot
demented are go,i wanna see you blood
demented are go,hellucifernation
demented are go,tangenital madness
demented are go,the best of demented are go
demented are go,orgasmic nightmare
demented are go,the day the earth spat blood
demented are go,kicked out of hell
demented are go,in sickness and in health
the other,fear itself
the other,the devils you know
the other,new blood
the other,the other
the meteors,in orbit
the meteors,the meteors 1964
the meteors,monster psychobilly hits
the meteors,doing the lords work
the meteors,attack of the chainsaw mutants
the meteors,hell train rollin
the meteors,night of the werewolf
the meteors,psychobilly revolution
the meteors,kings of psychobilly ~ a 5 disc career
the meteors,greatest hits
the meteors,from beyond
the meteors,hymns for the hellbound
the meteors,the final conflict
the meteors,the lost album
the meteors,up close and personal unplugged
the meteors,sewertime blues
thee merry widows,the devils outlaws
thee merry widows,revenge served cold
anvil,anvil is anvil
anvil,hope in hell
anvil,back to basics still going strong rerelease
anvil,this is thirteen rerelease
anvil,anthology of anvil
anvil,still going strong
anvil,absolutely no alternative
anvil,plenty of power
anvil,plugged in permanent
anvil,speed of sound
anvil,pound for pound
anvil,worth the weight
methadrone,better living through chemistry
harvestman,hawkwind triad
harvestman,trinity
harvestman,in a dark tongue
harvestman,in dark tongues
harvestman,lashing the rye
jodis,chosen
jodis,black curtain
jodis,secret house
tribes of neurot,rebegin
tribes of neurot,meridian
tribes of neurot,adaptation and survival
tribes of neurot,adaptation survival the insect project
tribes of neurot,60°
tribes of neurot,grace
tribes of neurot,static migration
tribes of neurot,silver blood transmission
æthenor,en form for blå
æthenor,faking gold and murder
æthenor,betimes black cloudmasses
alaskan,despair erosion loss
fdk,earthlinked
fdk,borderline
unfold,cosmogon
unfold,eleventh
unfold,aeonaony
ninth moon black,chronophage
ninth moon black,ninth moon black
goblin cock,bagged and boarded
cheap girls,famous graves
cheap girls,giant orange
cheap girls,find me a drink home
cheap girls,my roaring 20s
piebald,accidental gentlemen
piebald,accidental gentleman
piebald,killa bees
piebald,all ears all eyes all the time
piebald,we are the only friends we have
braid,no coast
braid,lucky to be alive
braid,movie music vol one
braid,movie music vol two
braid,frame and canvas
braid,the age of octeen
braid,frankie welfare boy age five
slingshot dakota,break
slingshot dakota,their dreams are dead but ours is the golden ghost
slingshot dakota,dark hearts
kind of like spitting,its always nice to see you
kind of like spitting,professional results 1999 2014
kind of like spitting,your livingrooms all over me
kind of like spitting,the thrill of the hunt
kind of like spitting,in the red
kind of like spitting,learn the songs of phil ochs
kind of like spitting,one hundred dollar room
kind of like spitting,bridges worth burning
kind of like spitting,nothing makes sense without it
kind of like spitting,old moon in the arms of the new
kind of like spitting,you secretly want me dead
the promise ring,woodwater
the promise ring,very emergency
the promise ring,nothing feels good
the promise ring,the horse latitudes
the promise ring,30 degrees everywhere
shinobu,10 thermidor
shinobu,cry for mercy theme from agatha crup graphic novel
shinobu,strange spring air
shinobu,herostratus vs time
shinobu,worstward ho
the menzingers,rented world
the menzingers,on the impossible past
the menzingers,chamberlain waits
the menzingers,a lesson in the abuse of information technology
lifetime,lifetime
lifetime,jerseys best dancers
lifetime,hello bastards
the weakerthans,reunion tour
the weakerthans,reconstruction site
the weakerthans,left and leaving
the weakerthans,fallow
rainer maria,rainer maria
rainer maria,anyone in love with you
rainer maria,long knives drawn
rainer maria,look now look again
rainer maria,past worn searching
knapsack,this conversation is ending starting right now
knapsack,day three of my new life
knapsack,silver sweepstakes
oxbow,king of the jews
oxbow,songs for the french
oxbow,fuckfest
oxbow,12 galaxies
oxbow,the narcotic story
oxbow,let me be a woman
oxbow,love thats last a wholly hypnographic disturbing work regarding oxbow
oxbow,love thats last a wholly hypnographic disturbi
oxbow,an evil heat
oxbow,serenade in red
dri,crossover millennium edition
dri,skating to some fked up st
dri,dealing with it
dri,dirty rotten lp on cd
dri,the dirty rotten cd
dri,dirty rotten hitz
dri,violent pacification
dri,dirty rotten imbeciles greatest hits
dri,thrash zone
dri,four of a kind
carnivore,carnivore
the flatliners,division of spoils
the flatliners,dead language
the flatliners,cavalcade
the flatliners,the great awake
the flatliners,destroy to create
teenage bottlerocket,tales from wyoming
teenage bottlerocket,freak out
teenage bottlerocket,they came from the shadows
teenage bottlerocket,warning device
teenage bottlerocket,total
teenage bottlerocket,another way
teenage bottlerocket,another way deluxe edition
dark buddha rising,inversum
dark buddha rising,dakhmandal
signo rojo,signo rojo
камни,города
sinistro,early spring
gwynbleidd,nostalgia
sculptured,embodiment
sculptured,apollo ends
sculptured,the spear of the lily is aureoled
sigh,graveward
sigh,in somniphobia
sigh,scenes from hell
sigh,a tribute to venom
sigh,hangmans hymn
sigh,gallows gallery
sigh,imaginary sonicscape
sigh,scenario iv dread dreams
nahemah,a new constellation
nahemah,the second philosophy
ludicra,tenant
ludicra,fex urbis lex orbis
ludicra,another great love song
ihsahn,after
ihsahn,angl
ihsahn,das seelenbrechen
ihsahn,eremita
ihsahn,adversary
ihsahn,the adversary
barren earth,on lonely towers
barren earth,the devils resolve
barren earth,the devils resolve deluxe edition
barren earth,curse of the red river
ne obliviscaris,citadel
ne obliviscaris,portal of i
hammers of misfortune,17th street
hammers of misfortune,fields
hammers of misfortune,the locust years
hammers of misfortune,the august engine
hammers of misfortune,the bastard
in mourning,the weight of oceans
in mourning,monolith
in mourning,shrouded divine
solefald,world metal kosmopolis sud
solefald,norrønasongen kosmopolis nord
solefald,norrøn livskunst
solefald,norron livskunst
solefald,in harmonia universal
solefald,pills against the ageless ills
solefald,neonism
solefald,the linear scaffold
book of black earth,the cold testament
book of black earth,horoskopus
book of black earth,the feast
spiritual beggars,sunrise to sundown
spiritual beggars,spiritual beggars
spiritual beggars,earth blues
spiritual beggars,return to zero
spiritual beggars,demons
spiritual beggars,on fire
spiritual beggars,ad astra
spiritual beggars,mantra iii
spiritual beggars,another way to shine
horisont,odyssey
horisont,time warriors
horisont,second assault
horisont,två sidor av horisonten
kyuss,and the circus leaves town
kyuss,welcome to sky valley
kyuss,blues for the red sun
kyuss,wretch
truckfighters,universe
truckfighters,the chairman ep
truckfighters,the chairman
truckfighters,hidden treasure of fuzz
truckfighters,mania
truckfighters,phi
truckfighters,gravity x
monster magnet,cobras and fire the mastermind redux
monster magnet,milking the stars a reimagining of last patrol
monster magnet,last patrol
monster magnet,last patrol deluxe edition
monster magnet,mastermind
the atomic bitchwax,gravitron
the atomic bitchwax,tab 4
the atomic bitchwax,boxriff
the atomic bitchwax,3
fu manchu,gigantoid
fu manchu,start the machine deluxe edition
fu manchu,godzillas eatin dust
fu manchu,signs of infinite power
fu manchu,we must obey
fu manchu,go for itlive
fu manchu,king of the road
fu manchu,return to earth 9193
fu manchu,the action is go
fu manchu,daredevil
fu manchu,no one rides for free
dead meadow,warble womb
dead meadow,peel sessions
dead meadow,three kings 2xlp + dvd
dead meadow,three kings
dead meadow,old growth
dead meadow,dead meadow
dead meadow,feathers
dead meadow,shivering king and others
dead meadow,howls from the hills
at war,infidel
at war,retaliatory strike
at war,ordered to kill
mortal sin,psychology of death
mortal sin,mayhemic destruction
mortal sin,face of despair
mortal sin,revolution of the mind
mortal sin,an absence of faith
faith or fear,instruments of death
ulysses siren,justifiable homicide
ulysses siren,above the ashes
indestroy,indestroy
indestroy,senseless theories
attomica,attomica iv
attomica,disturbing the noise
living death,vengeance of hell
living death,protected from reality
living death,metal revolution
nasty savage,wage of mayhem
nasty savage,indulgence abstract reality
nasty savage,nasty savage
nasty savage,penetration point
wehrmacht,biermacht
wehrmacht,shark attack
soothsayer,shortsighted but far out
soothsayer,troops of hate
soothsayer,to be a real terrorist
soothsayer,have a good time
asg,blood drive
asg,best of asg 20032009
asg,win us over
asg,feeling good is good enough
asg,the amplification of self gratification
asg,asg
valient thorr,our own masters
valient thorr,stranger
valient thorr,immortalizer
valient thorr,legend of the world
valient thorr,total universe man
witchfinder general,friends of hell
witchfinder general,death penalty
trouble,the distortion field
trouble,unplugged
trouble,simple mind condition
trouble,plastic green head
trouble,manic frustration
trouble,trouble
grand magus,triumph and power
grand magus,the hunt
grand magus,hammer of the north
grand magus,iron will
grand magus,grand magus
grand magus,wolfs return
grand magus,monument
remembering never,this hell is home
remembering never,god save us
remembering never,women and children die first
remembering never,she looks so good in red
shai hulud,just cant hate enough x 2 plus other hate songs
shai hulud,reach beyond the sun
shai hulud,misanthropy pure
shai hulud,a profound hatred of man
shai hulud,a comprehensive retrospective or how we learned to stop worrying and release bad and useless recordings
shai hulud,that within blood illtempered
shai hulud,hearts once nourished with hope and compassion
on broken wings,going down
on broken wings,its all a long goodbye
on broken wings,some of us may never see the world
embrace today,we are the enemy
embrace today,soldiers
embrace today,breaking the code of silence
figure four,suffering the loss
figure four,no weapon formed against us
figure four,when its all said and done
7 angels 7 plagues,jhazmines lullaby
sweet cobra,earth
sweet cobra,mercy
sweet cobra,forever
sweet cobra,praise
mose giganticus,gift horse
mose giganticus,the invisible hand
withered,dualitas
withered,folie circulaire
withered,memento mori
serpentcult,raised by wolves
serpentcult,weight of light
the mighty nimbus,the mighty nimbus
pearls  brass,pearls brass
blaak heat shujaa,the edge of an era
blaak heat shujaa,the storm generation
lonely kamel,shit city
lonely kamel,dust devil
lonely kamel,lonely kamel
lonely kamel,blues for the dead
mount carmel,get pure
mount carmel,mount carmel
drunk horse,in tongues
drunk horse,adult situations
black rainbows,hawkdope
black rainbows,holy moon
black rainbows,split
black rainbows,twilight in the desert
black rainbows,supermothafuzzalicious
black rainbows,carmina diabolo
mammoth mammoth,volume iv hammered again
mammoth mammoth,hammered again vol 4
mammoth mammoth,vol iii hells likely
mammoth mammoth,hells likely vol 3
gentlemans pistols,hustlers row
gentlemans pistols,at her majestys pleasure
gentlemans pistols,gentlemans pistols
mondo drag,the occultation of light
mondo drag,self titled
mondo drag,new rituals
black space riders,refugeeum
black space riders,drei
black space riders,light is the new black
black space riders,black space riders
the midnight ghost train,cold was the ground
the midnight ghost train,buffalo
the midnight ghost train,the midnight ghost train
black moth,condemned to hope
black moth,the killing jar
bloody hammers,under satans sun
bloody hammers,under satan´s sun
bloody hammers,spiritual relics
bloody hammers,bloody hammers
weird owl,interstellar skeletal
weird owl,build your beast a fire
weird owl,ever the silver cord be loosed
electric moon,oleander
pyramidal,dawn in space
the freeks,full on
the freeks,the freeks
litmus,slaughterbahn
litmus,aurora
litmus,litmus
karma to burn,arch stanton
karma to burn,karma to burn slight reprise
karma to burn,almost heathen
karma to burn,wild wonderful purgatory
karma to burn,v
karma to burn,appalachian incantation
karma to burn,karma to burn
brant bjork,gods and godesses
brant bjork,gods goddesses
brant bjork,punk rock guilt
brant bjork,local angel
brant bjork,keep your cool
brant bjork,jalamanta
pharaoh overlord,out of darkness
pharaoh overlord,siluurikaudella
fatso jetson,cruel delicious
fatso jetson,toasted
fatso jetson,power of three
fatso jetson,stinky little gods
prisma circus,reminiscences
fever dog,second wind
fever dog,volume one
libido fuzz,kaleido lumo age
glitter wizard,hunting gatherers
dinosaur eyelids,bypass to nowhere
dinosaur eyelids,conflagration
dinosaur eyelids,down a river
dinosaur eyelids,winter solstice
riotgod,driven rise
riotgod,invisible empire
riotgod,riotgod
mangoo,neverland
mangoo,neolithic
skraeckoedlan,sagor
skraeckoedlan,äppelträdet
american sharks,american sharks
planet of zeus,vigilante
planet of zeus,macho libre
house of broken promises,using the useless
astroqueen,into submission
dozer,vultures
dozer,call it conspiracy
dozer,madre de dios
dozer,in the tail of a comet
tummler,early man
blood of the sun,burning on the wings of desire
blood of the sun,death ride
blood of the sun,in blood we rock
blood of the sun,blood of the sun
novadriver,deeper high
novadriver,void
glowsun,beyond the wall of time
glowsun,behind the wall of time
glowsun,eternal season
glowsun,the sundering
arenna,given to emptiness
arenna,beats of olarizu
humo del cairo,vol ii
humo del cairo,humo del cairo
hour of 13,333
hour of 13,the ritualist
count raven,mammons war
necromandaus,orexis of death
sir lord baltimore,sir lord baltimore
sir lord baltimore,kingdom come
bang,mostra o que vales
bang,the maze
bang,bang
bang,death of a country
bang,mother bow to the king
bang,music the lost singles
bang,rtz return to zero
granicus,thieves liars and traitors
icecross,icecross
leaf hound,unleashed
leaf hound,growers of mushroom
leaf hound,growers of mushrooms
truth  janey,erupts
warpig,warpig
may blitz,the 2nd of may
blues creation,demon eleven children
jpt scare band,acid acetate excursionrape of the titans sirens
jpt scare band,acid blues is the white mans burdern cd
jpt scare band,rumdum daddy
jpt scare band,jamm vapour
jpt scare band,past is prologue
jpt scare band,sleeping sickness
lucifers friend,banquet
lucifers friend,mind exploding
lucifers friend,awakening
lucifers friend,progressive masters
lucifers friend,lucifers friend
josefus,dead man
josefus,not dead yet
josefus,dead man alive
josefus,josefus plus
josefus,josefus
euclid,homegrown extinction
euclid,heavy equipment
valkyrie,shadows
valkyrie,man of two visions
valkyrie,valkyrie
valkyrie,feeding the lesser keys
valkyrie,friday the thirteenth
sheavy,celestial hifi
sheavy,the electric sleep
sheavy,republic
dead man,euphoria
dead man,severe mercy
dead man,love fantasy hands of god
dead man,dead man
greenleaf,rise above the meadow
greenleaf,revolution rock
blues pills,blues pills
weed is weed,blunt force trauma
zior,every inch a man
primevil,blood fest
primevil,smokin bats at camptons
toad,mushroom
toad,open fire
toad,stop this crime
steel mill,green eyed god
bolder damn,mourning
incredible hog,incredible hog
shinki chen,shinki chen
stonewall,psychedelic rock essentials
stonewall,stoner
stonewall,dark days
stonewall,selftitled
where fear and weapons meet,control
where fear and weapons meet,the weapon
chokehold,chokehold
chokehold,content with dying
chokehold,prison of hope
vegan reich,vanguard
comin correct,drugs destroy dreams
comin correct,split
comin correct,in memory of
the promise,jesus history
the promise,give thanks
the promise,faithful
the promise,intoxicating
the promise,follow
the promise,believer
slumlords,on the stremph
slumlords,slumlords
reprisal,mail order knife set
reprisal,boundless human stupidity
prayer for cleansing,the rain in endless fall
reach the sky,open roads and broken dreams
reach the sky,friends lies and the end of the world
reach the sky,so far from home
slapshot,slapshot
slapshot,tear it down
slapshot,digital warfare
slapshot,greatest hits slashes crosschecks
slapshot,16 valve hate
slapshot,old tyme hardcore
slapshot,unconsciousness
slapshot,sudden death overtime
slapshot,step on it
slapshot,back on the map
ensign,the price of progression
ensign,three years two months eleven days
ensign,cast the first stone
ensign,direction of things to come
no redeeming social value,high in holland
no redeeming social value,still drinking
no redeeming social value,drunken chicken style
no redeeming social value,hardcore your lousy ass off
no redeeming social value,thc
no redeeming social value,rocks the party
wisdom in chains,the god rhythm
wisdom in chains,the missing links
wisdom in chains,everything you know
wisdom in chains,class war
wisdom in chains,die young
wisdom in chains,vigilante saint
wisdom in chains,wisdom in chains
blood for blood,serenity
blood for blood,outlaw anthems
blood for blood,wasted youth brew
blood for blood,livin in exile
blood for blood,spit my last breath
blood for blood,revenge on society
kill your idols,from companionship to competition
kill your idols,split ep
kill your idols,funeral for a feeling
kill your idols,split
kill your idols,no gimmicks needed
kill your idols,this is just the beginning
kill your idols,4 34 inch cd
awkward thought,ruin a good time
awkward thought,fear not
awkward thought,mayday
supertouch,the earth is flat
insted,proud youth 19861991
insted,what we believe
maximum penalty,life times
maximum penalty,demo 89 east side story ep
crown of thornz,train yard bluesmentally vexed
billy club sandwich,the usual suspects
billy club sandwich,chin music
billy club sandwich,hold the bologna ep
death by stereo,black sheep of the american dream
death by stereo,death is my only friend
death by stereo,death for life
death by stereo,into the valley of death
death by stereo,death alive
death by stereo,day of the death
death by stereo,if looks could kill id watch you die
death by stereo,bangungot
refused,freedom
refused,the shape of punk to come deluxe edition
refused,the ep compilation
refused,the shape of punk to come
refused,demo collection
refused,everlasting
refused,songs to fan the flames of discontent
refused,this just might be the truth
stretch arm strong,engage
stretch arm strong,a revolution transmission
stretch arm strong,rituals of life
stretch arm strong,compassion fills the void
will haven,open the mind to discomfort
will haven,voir dire
will haven,the hierophant
will haven,will haven
will haven,carpe diem
will haven,whvn
will haven,el diablo
as friends rust,greatest hits
as friends rust,a young trophy
as friends rust,a young trophy band in the parlance of our times
as friends rust,won
as friends rust,the fist of time
shattered realm,toetagshattered realm
shattered realm,from the dead end blocks where life means nothing
shattered realm,broken ties spoken lies
skycamefalling,1021
dead blue sky,symptoms of an unwanted emotion
nora,save yourself
nora,dreamers deadman
nora,dreamers deadmen
nora,losers intuition
red roses for a blue lady,the return to melancholy
no turning back,never give up
no turning back,damage done
no turning back,no regrets
no turning back,take control
no turning back,stronger
no turning back,3way split
no turning back,rise from the ashes
no turning back,revenge is a right
black my heart,before the devil
thick as blood,living proof
thick as blood,embrace
thick as blood,moment of truth
evergreen terrace,dead horses
evergreen terrace,almost home
evergreen terrace,wolfbiker
evergreen terrace,sincerity is an easy disguise in this business
evergreen terrace,at our worst
evergreen terrace,writers block
evergreen terrace,burned alive by time
evergreen terrace,losing all hope is freedom
ignite,a war against you
ignite,our darkest days
ignite,a place called home
ignite,past our means
ignite,call on my brothers
hazen street,hazen street
murphys law,the partys over
murphys law,dedicated
murphys law,the best of times
murphys law,back with a bong
murphys law,murphys law
gorguts,colored sands
gorguts,from wisdom to hate
gorguts,obscura
gorguts,the erosion of sanity
gorguts,considered dead
broken hope,omen of disease
broken hope,grotesque blessings
broken hope,loathing
broken hope,repulsive conception
broken hope,swamped in gore
broken hope,the bowels of repugnance
devourment,conceived in sewage
devourment,butcher the weak
devourment,molesting the decapitated
devourment,unleash the carnivore
devourment,138
pathology,lords of rephaim
pathology,the time of great purification
pathology,awaken to the suffering
pathology,legacy of the ancients
pathology,age of onset
cerebral bore,maniacal miscreation
leng tche,hypomanic
leng tche,the hand that strangles
leng tche,marasmus
leng tche,the process of elimination
leng tche,man made predator
the berzerker,animosity
the berzerker,world of lies
the berzerker,dissimulate
the berzerker,the berzerker
lock up,necropolis transparent
lock up,violent reprisal
lock up,hate breeds suffering
lock up,pleasure paves sewers
lock up,something bitchin this way comes
circle of dead children,psalm of the grand destroyer
circle of dead children,zero comfort margin
circle of dead children,human harvest
gorgasm,destined to violate
gorgasm,orgy of murder
gorgasm,bleeding profusely
gorgasm,stabwound intercourse
gorgasm,masticate to dominate
defeated sanity,passages into deformity
defeated sanity,chapters of repugnance
defeated sanity,psalms of the moribund
defeated sanity,prelude to the tragedy
severed savior,servile insurrection
severed savior,brutality is law
severed savior,forced to bleed
beheaded,never to dawn
beheaded,recounts of disembodiment
beheaded,ominous bloodline
beheaded,perpetual mockery
severe torture,slaughtered
severe torture,feasting on blood
severe torture,misanthropic carnage
severe torture,sworn vengeance
severe torture,blood letting
severe torture,fall of the despised
wormed,krighsu
wormed,exodromos
wormed,planisphærium
condemned,desecrate the vile
condemned,realms of the ungodly
condemned,nemesis
malignancy,eugenics
malignancy,inhuman grotesqueries
inveracity,extermination of millions
prostitute disfigurement,from crotch to crown
prostitute disfigurement,left in grisly fashion
prostitute disfigurement,descendants of depravity
odious mortem,cryptic implosion
odious mortem,devouring the prophecy
odious mortem,devouring the prophency
hate,crusade zero
hate,crusadezero
hate,solarflesh
hate,erebos
hate,morphosis
hate,anaclasis
hate,anaclasis a haunting gospel
hate,anaclasis a gospel of malice and hatred
wolvhammer,clawing into black sun
wolvhammer,the obsidian plains
the howling wind,of babalon
the howling wind,into the cryosphere
atriarch,an unending pathway
atriarch,ritual of passing
nihill,verderf
nihill,verdonkermaan
nihill,grond
nihill,krach
northless,world keeps sinking
northless,clandestine abuse
northless,leaving the wolves
graveyard,beginning of the ending
graveyard,talez from da grave
graveyard,into the mausoleum
graveyard,one with the dead
witchcraft,3 3 3
tad,inhaler
tad,8way santa
fudge tunnel,in a word
fudge tunnel,the complicated futility of ignorance
fudge tunnel,creep diets
fudge tunnel,hate songs in e minor
unsane,wreck
unsane,visqueen
unsane,blood run
unsane,occupational hazard
unsane,total destruction
dax riggs,say goodnight to the world
dax riggs,if this is hell then im lucky
dax riggs,we sing of only blood or love
probot,probot
christian mistress,possession
christian mistress,agony and opium
alabama thunderpussy,constellation
alabama thunderpussy,open fire
alabama thunderpussy,fulton hill
alabama thunderpussy,rise again
alabama thunderpussy,staring at the divine
alabama thunderpussy,river city revival
the bakerton group,el rojo
totimoshi,avenger
totimoshi,milagrosa
totimoshi,ladrón
black cowgirl,black cowgirl
workhorse,fire before all
workhorse,in the future mixtape volume 2
workhorse,beasts of burden
witchcraft,ash
sloth,a few household chemicals in the proper proportions
sloth,the unfathomable adventures of the alien resistance movement episode one a new threat
sloth,its complicated
sloth,dead generation
sloth,the voice of god
the cutthroats 9,dissent
the cutthroats 9,cutthroats 9
the cutthroats 9,anger management
barkmarket,l ron
barkmarket,gimmick
barkmarket,vegas throat
tomahawk,oddfellows
tomahawk,anonymous
tomahawk,mit gas
tomahawk,tomahawk
fantomas,suspended animation
fantomas,the directors cut
fantomas,fantomas
mondo generator,hell comes to your heart
mondo generator,dog food
mondo generator,dead planet
mondo generator,demolition day
mondo generator,a drug problem that never existed
mondo generator,cocaine rodeo
hermano,into the exam room
hermano,dare i say
hermano,only a suggestion
nick oliveri,death acoustic
vista chino,peace
brant bjork  the operators,brant bjork the operators
brant bjork and the bros,somera sol
brant bjork and the bros,saved by magic
dozer,beyond colossal
dozer,through the eyes of heathens
fiend without a face,fiend without a face
monstro,spectre ep
monstro,monstro
indian handcrafts,creeps
indian handcrafts,civil disobedience for losers
opossum holler,pine and stone
opossum holler,whats done is done
death,a black house a cloloured home
conifer,durance vilebuilding state empire
conifer,crown fire
conifer,conifer
young widows,helms alee young widows split
young widows,easy pain
young widows,in and out of youth and lightness
young widows,old wounds
young widows,settle down city
mugwart,discography
goatsblood,drull
gnaw their tongues,nv
gnaw their tongues,abyss of longing throats
gnaw their tongues,collected atrocities 20052008
gnaw their tongues,per flagellum sanguemque tenebras veneramus
gnaw their tongues,all the dread magnificence of perversity
gnaw their tongues,for all slaves a song of false hope
menace ruine,venus armata
menace ruine,alight in ashes
menace ruine,the die is cast
menace ruine,cult of ruins
bloody panda,pheromone
wreck and reference,want
wreck and reference,no youth
wreck and reference,black cassette
aluk todolo,voix
aluk todolo,occult rock
aluk todolo,descension
greenleaf,trails passes
greenleaf,summer madness vol 1 dance like david did 2012
greenleaf,nest of vipers
greenleaf,agents of ahriman
greenleaf,secret alphabets
parasol caravan,para solem
the socks,the socks
brave black sea,fragments
mother engine,muttermaschine
valley of the sun,electric talons of the thunderhawk
valley of the sun,the sayings of the seers
grusom,grusom
rosy finch,witchboro
hard action,sinister vibes
bask,american hollow
tuber,desert overcrowded
black vulpine,hidden places
sacri monti,sacri monti
jimmy glitschy der einarmige karussellbremser,jimmy glitschy der einarmige karussellbremser
jimmy glitschy der einarmige karussellbremser,dance or die
pet the preacher,the banjo
pet the preacher,the cave the sunlight
samavayo,the lost album
samavayo,from east to west and back again
samavayo,soul invictus
samavayo,cosmic knockout
samavayo,one million things
samavayo,deathmarchmelodies
samavayo,black
samavayo,white
samavayo,songs from the dropouts
samavayo,131
grim winter,suicide pact
black pussy,magic mustache
black pussy,on blonde
naxatras,naxatras
kamchatka,long road made of gold
kamchatka,the search goes on
kamchatka,bury your roots
kamchatka,volume iii
kamchatka,volume ii
kamchatka,kamchatka
troubled horse,step inside
gingerpig,ghost on the highway
gingerpig,pick of the pig
gingerpig,hidden from view
gingerpig,the ways of the gingerpig
brutus,death will never conquer
brutus,behind the mountains
brutus,brutus
mamont,passing through the mastery door
mud walk,barefoot band
lé betre,melas
skogen brinner,1st
skogen brinner,pundarvarning
the crystal caravan,with them you walk alone
the crystal caravan,against the rising tide
the crystal caravan,the crystal caravan
gordon fights,gordon fights
gordon fights,timemachine
skånska mord,paths to charon
skånska mord,the last supper
marulk,devils on a stroll tvåhundra
gin lady,call the nation
gin lady,mothers ruin
gin lady,gin lady
yuri gagarin swe,at the center of all infinity
monolord,vænir
monolord,empress rising
daily thompson,daily thompson
sandveiss,scream queen deluxe edition
sandveiss,scream queen
sweatlodge,talismana
don fernando,haunted by humans
don fernando,dia de los muertos
don fernando,the banquet of
highway child,highway child
highway child,sanctuary come
highway child,on the old kings road
candybar planet,32 bitch
candybar planet,timelapse
blue snaggletooth,beyond thule
blue snaggletooth,dimension thule
disastroid,missiles
disastroid,money and guilt
disastroid,life or death
born to hula,dirty tapes
born to hula,sunrise radio
born to hula,tales of love
propane propane,indigo
stubb,cry of the ocean
stubb,stubb
gomer pyle,idiots savants
albatross overdrive,keep it running
albatross overdrive,albatross overdrive
dödaren,maen
my brother the wind,once there was a time when time and space were one
my brother the wind,i wash my soul in the stream of infinity
my brother the wind,twilight in the crystal cabinet
clouddead,ten
odd nosdam,sisters
odd nosdam,t r i s h ep
odd nosdam,time soundtrack
odd nosdam,pretty swell explode
odd nosdam,burner
odd nosdam,untitled three
dosh,tommy
dosh,wolves and wishes
dosh,the lost take
dosh,naoise ep
dosh,pure trash
dosh,dosh
subtle,exiting arm
subtle,yell and ice
subtle,for hero for fool
subtle,wishingbone
subtle,earthsick
subtle,a new white
prefuse 73,every color of darkness
prefuse 73,rivington não rio
prefuse 73,forsyth gardens
prefuse 73,the only she chapters
prefuse 73,prefuse 73 jaytram epstein
prefuse 73,everything she touched turned ampexian
prefuse 73,security screenings
prefuse 73,surrounded by silence
prefuse 73,one word extinguisher
prefuse 73,vocal studies and uprock narratives
why,golden tickets
why,mumps etc
why,sod in the seed
why,eskimo snow
why,alopecia
why,elephant eyelash
why,sanddollars ep
why,oaklandazulasylum
why,the early whitney ep
13  god,own your ghost
13  god,13 god
13  god,st
boom bip,zig zaj
boom bip,blue eyed in the red room
boom bip,corymb
boom bip,morning and a day ep
boom bip,seed to sun
boom bip,circle
gonjasufi,muzzle
gonjasufi,the caliphs tea party
gonjasufi,a sufi and a killer
jel,late pass
jel,greenball 35
jel,sleeping giant
jel,soft money
jel,wmd all around
jel,jel
jel,hazes
jel,too much imagination
shabazz palaces,lese majesty
shabazz palaces,black up
shabazz palaces,of light
shabazz palaces,shabazz palaces
dntel,human voice outtakes
dntel,human voice
dntel,aimlessness
dntel,after parties 1
dntel,after parties 2
dntel,early works for me if it works for you ii
dntel,early works for me if it works for you vol 2 the early stages of dntel
dntel,dumb luck
dntel,life is full of possibilities deluxe
dntel,life is full of possibilities deluxe edition
